"ID","ACTIVE","YEAR","COUNTRY_ESP","COUNTRY_ENG","SECTOR_ESP","SECTOR_ENG","STATUS_ESP","STATUS_ENG","COUNTRY","SECTOR","STATUS"
231,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
232,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",1,3,6
233,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
234,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",3,3,3
235,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
236,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",1,3,6
237,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
238,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
239,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
240,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Versión beta","Beta version",3,11,3
241,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
242,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
243,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
244,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
245,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",7,3,2
246,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",3,11,6
247,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",5,11,5
248,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Demo/Prototipo","Demo/Prototipo",3,5,2
249,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",3,1,6
250,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
251,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",7,3,5
252,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Lanzado","Launched",5,8,4
253,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
254,"YES",2017,"México","Mexico","Seguros","Insurance","Listos para escalar","Ready to scale",11,10,5
255,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
256,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Versión beta","Beta version",3,9,3
257,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
258,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
259,"YES",2017,"Perú","Peru","Préstamos","Lending","Versión beta","Beta version",15,8,3
260,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
261,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
262,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
263,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Listos para escalar","Ready to scale",1,8,5
264,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",11,4,5
265,"YES",2017,"Perú","Peru","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",15,11,5
266,"YES",2017,"Ecuador","Ecuador","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",7,1,6
267,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
268,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
269,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
270,"YES",2017,"Rep. Dominicana","Dominican Republic","Préstamos","Lending","Versión beta","Beta version",16,8,3
271,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Listos para escalar","Ready to scale",1,8,5
272,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
273,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",11,7,2
274,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
275,"YES",2017,"Ecuador","Ecuador","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",7,9,5
276,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",11,3,4
277,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
278,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",4,2,6
279,"YES",2017,"Argentina","Argentina","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",1,2,4
280,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",11,2,4
281,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
282,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",18,7,5
283,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
284,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",18,7,6
285,"YES",2017,"Panamá","Panama","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",13,7,5
286,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
287,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",15,7,3
288,"YES",2017,"Chile","Chile","Préstamos","Lending","Demo/Prototipo","Demo/Prototipo",4,8,2
289,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
290,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",5,8,6
291,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
292,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",5,11,4
293,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",3,9,5
294,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
295,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Demo/Prototipo","Demo/Prototipo",3,9,2
296,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",5,11,6
297,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",7,3,6
298,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",3,9,5
299,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",1,3,5
300,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",1,3,4
301,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",11,11,6
302,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",5,3,6
303,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Versión beta","Beta version",1,8,3
304,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",7,3,6
305,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",4,2,5
306,"YES",2017,"Chile","Chile","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",4,9,6
307,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
308,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
309,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",4,2,5
310,"YES",2017,"Perú","Peru","Préstamos","Lending","Listos para escalar","Ready to scale",15,8,5
311,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
312,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
313,"YES",2017,"México","Mexico","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Versión beta","Beta version",11,9,3
314,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",18,7,6
315,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",5,11,5
316,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
317,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",1,8,6
318,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
319,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
320,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
321,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
322,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
323,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",4,2,6
324,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
325,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
326,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
327,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",7,3,6
328,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Listos para escalar","Ready to scale",1,8,5
329,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Versión beta","Beta version",3,10,3
330,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
331,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",3,1,6
332,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
333,"YES",2017,"Rep. Dominicana","Dominican Republic","Préstamos","Lending","Lanzado","Launched",16,8,4
334,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",15,6,4
335,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Versión beta","Beta version",3,5,3
336,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",3,4,3
337,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
338,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
339,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
340,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
341,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
342,"YES",2017,"Perú","Peru","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",15,3,5
343,"YES",2017,"México","Mexico","Préstamos","Lending","Versión beta","Beta version",11,8,3
344,"YES",2017,"Uruguay","Uruguay","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",17,8,6
345,"YES",2017,"Perú","Peru","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",15,9,6
346,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
347,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
348,"YES",2017,"Argentina","Argentina","Seguros","Insurance","Versión beta","Beta version",1,10,3
349,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",11,3,2
350,"YES",2017,"Argentina","Argentina","Gestión de finanzas personales","Personal Financial Management","Versión beta","Beta version",1,4,3
351,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
352,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
353,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",1,8,6
354,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
355,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
356,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
357,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
358,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Lanzado","Launched",5,9,4
359,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",5,7,4
360,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
361,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
362,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",5,7,3
363,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",11,7,2
364,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
365,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",3,2,5
366,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
367,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
368,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",7,3,3
369,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
370,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
371,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",5,11,5
372,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
373,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",5,8,6
374,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",3,6,5
375,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
376,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",11,2,3
377,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",11,11,5
378,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
379,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",3,3,3
380,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
381,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Lanzado","Launched",5,8,4
382,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
383,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
384,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
385,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
386,"YES",2017,"Perú","Peru","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",15,8,6
387,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
388,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
389,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
390,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
391,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",1,3,3
392,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",5,3,5
393,"YES",2017,"Chile","Chile","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",4,8,6
394,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",7,3,2
395,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",3,7,2
396,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",3,3,3
397,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
398,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",3,3,2
399,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",3,9,6
400,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
401,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
402,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
403,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",5,3,3
404,"YES",2017,"Nicaragua","Nicaragua","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",12,7,3
405,"YES",2017,"Uruguay","Uruguay","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",17,4,6
406,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Concepto/Idea","Concepto/Idea",11,3,1
407,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
408,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",5,4,4
409,"YES",2017,"México","Mexico","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",11,5,6
410,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Lanzado","Launched",4,7,4
411,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
412,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",4,3,6
413,"YES",2017,"Guatemala","Guatemala","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",9,11,4
414,"YES",2017,"Chile","Chile","Gestión de patrimonio","Wealth Management","Versión beta","Beta version",4,5,3
415,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
416,"YES",2017,"Chile","Chile","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",4,6,3
417,"YES",2017,"México","Mexico","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",11,5,6
418,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
419,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",3,1,6
420,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
421,"YES",2017,"Argentina","Argentina","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",1,11,6
422,"YES",2017,"México","Mexico","Digital Banks","Digital Banks","Crecimiento y expansión","Growth & expansion",11,1,6
423,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
424,"YES",2017,"Chile","Chile","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",4,5,6
425,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
426,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Lanzado","Launched",11,2,4
427,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",4,2,5
428,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",3,6,3
429,"YES",2017,"Guatemala","Guatemala","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",9,1,5
430,"YES",2017,"Ecuador","Ecuador","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",7,6,6
431,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Lanzado","Launched",3,9,4
432,"YES",2017,"Colombia","Colombia","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",5,2,6
433,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",11,2,3
434,"YES",2017,"Rep. Dominicana","Dominican Republic","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",16,7,6
435,"YES",2017,"Bolivia","Bolivia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",2,3,6
436,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
437,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
438,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",1,7,6
439,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
440,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
441,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
442,"YES",2017,"Ecuador","Ecuador","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",7,5,6
443,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
444,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Listos para escalar","Ready to scale",1,8,5
445,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
446,"YES",2017,"México","Mexico","Préstamos","Lending","Demo/Prototipo","Demo/Prototipo",11,8,2
447,"YES",2017,"El Salvador","El Salvador","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",8,7,6
448,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
449,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",4,2,5
450,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",1,6,6
451,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
452,"YES",2017,"Costa Rica","Costa Rica","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",6,7,5
453,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",3,5,6
454,"YES",2017,"Chile","Chile","Préstamos","Lending","Versión beta","Beta version",4,8,3
455,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Demo/Prototipo","Demo/Prototipo",3,4,2
456,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
457,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",1,8,6
458,"YES",2017,"Argentina","Argentina","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",1,2,5
